domanda,opzioneA,opzioneB,opzioneC,opzioneD,soluzione,motivazione
11. il coount to infinity (2288), , , ,nessuna delle precedenti,D,"Il count-to-infinity è un problema (non una feature positiva) tipico degli algoritmi Distance Vector in cui, in caso di guasto, i router incrementano la metrica all'infinito prima di capire che la rete non è raggiungibile. La risposta corretta nel contesto dei quiz è spesso 'nessuna delle precedenti' se le definizioni positive non calzano."
"12. Nel IPv6 cosa sparisce dalle intestazioni, rispetto a IPv4? (1885)", , , ,Il checksum dell'intestazione.,D,"IPv6 rimuove il campo Header Checksum per velocizzare l'elaborazione nei router, affidandosi ai controlli di errore dei livelli 2 (Data Link) e 4 (Transport)."
"13. La tecnica ""Path Vector"" permette di: (1921)",Risolvere il problema del count to infinity, , , ,A,"Memorizzando l'intero percorso (AS-PATH), un router può vedere se il proprio AS è già presente nella lista. Se sì, scarta il pacchetto, prevenendo così i loop e il problema del count-to-infinity."
14. L'architettura MPLS (multi-protocol label switching) è caratterizzato da (1874),Un diverso meccanismo (rispetto all'IP puro) per decidere l'interfaccia di uscita verso cui un pacchetto debba essere inoltrato., , , ,A,"MPLS usa il 'Label Swapping' (corrispondenza esatta su etichetta corta) invece del 'Longest Prefix Match' sugli indirizzi IP per decidere l'inoltro, rendendo il forwarding più efficiente e flessibile."
"15. In the fully operational OSPF protocol, all routers have in memory: (2598)", ,The database describing the area to which they belong, , ,B,"In OSPF, tutti i router appartenenti alla stessa area mantengono una copia identica del Link State Database (LSDB) di quell'area."
16. Il frequency hopping (FH) permette (2179),di trasmettere bursts consecutivi su frequenze diverse a discapito di una riduzione della capacità, , , ,A,"Il Frequency Hopping cambia la frequenza portante per ogni burst (o slot) di trasmissione. Questo migliora la robustezza contro le interferenze e il fading (diversity), anche se introduce complessità e overhead di gestione."
17. L'autoconfigurazione stateless in IPv6 richiede: (1892), , , ,E' possibile anche se non si è in presenza di server o router.,D,"L'autoconfigurazione Link-Local (fe80::) avviene automaticamente basandosi sul MAC address (o random) senza bisogno di router o server. Per indirizzi globali stateless (SLAAC) serve un router, ma la domanda è generica sull'autoconfigurazione (che include la link-local)."
18. i gruppi multicast in ipv4 (2149),vengono identificati da particolari indirizzi IP che non possono essere assegnati alle singole stazioni, , , ,A,"Il Multicast IPv4 usa gli indirizzi di Classe D (224.0.0.0/4). Questi indirizzi identificano un gruppo logico di destinatari, non una singola interfaccia di rete."
19. Un LSA Router Link del protocollo OSPF descrive: (2170),Un link che connette l'advertising router con uno dei router ad esso adiacenti, , , ,A,Gli LSA di Tipo 1 (Router Link) descrivono lo stato e il costo dei link del router che li genera verso i suoi vicini o verso le reti stub.
"20. when a MPLS frame has multiple labels, routers: (2546)", , , ,only process the next eternal label to decide how to forward the frame,D,"In MPLS, i router intermedi (LSR) elaborano e commutano (swap/push/pop) solo l'etichetta più esterna (top label) dello stack."
21. An IPSec-based VPN (Virtual Private Network) (2516), , ,Deploys tunneling to allow encryption and/or authentication of IP packets exchanged by corporate hosts, ,C,Le VPN IPSec utilizzano meccanismi di tunneling (come ESP o AH in tunnel mode) per cifrare e/o autenticare i pacchetti IP che viaggiano su reti non sicure.
22. Il protocollo GRE ha lo scopo di: (1891), ,Gestire l'incapsulamento di pacchetti da trasportare attraverso un tunnel., , ,B,GRE (Generic Routing Encapsulation) è un protocollo di tunneling progettato per incapsulare un'ampia varietà di protocolli di livello rete all'interno di pacchetti IP virtuali. Di base non offre cifratura.
23. Nell'algoritmo di routing di tipo Path Vector: (1920), , ,"Ogni record contenuto nel Path Vector contiene la destinazione, la distanza dal router in esame, e l'elenco dei router da attaversare per raggiungere quella destinazione", ,C,"In generale, un algoritmo Path Vector evita i loop portando con sé l'elenco completo dei nodi (router) attraversati. Nel caso specifico di BGP i nodi sono gli Autonomous System, ma la definizione teorica generale fa riferimento ai nodi del grafo (router)."
24. Il protocollo RIP prevede meccanismi per ridurre la possibilità di verificarsi di loop: (1930), , ,"Attraverso meccanismi di ""Split-Horizon"" e di ""Hold-Down""", ,C,Split Horizon (non inviare route indietro da dove sono venute) e Hold-Down Timer (attendere prima di accettare nuove info su route cadute) sono i meccanismi classici di RIP per mitigare i loop.
"25. Le reti private virtuali (virtual private network, VPN) vengono utilizzate per (1901)",Trasportare traffico privato su una infrastruttura condivisa ricreando le stesse condizioni che si avrebbero tramite l'utilizzo di una infrastruttura privata, , , ,A,Definizione classica di VPN: usare una rete pubblica (condivisa) come Internet per connettere sedi private come se fossero collegate da cavi fisici diretti.
"26. In una interfaccia radio, tra le tante funzioni il MAC layer (2196)", ,Permette l'accesso al canale, , ,B,"Il livello MAC (Medium Access Control) gestisce le regole con cui i vari dispositivi accedono al mezzo trasmissivo condiviso (l'aria, nelle reti radio) per evitare collisioni."
27. Filtering table of a VLAN: (2597), ,It can be updated manually or automatically with appropriate protocols, , ,B,Le tabelle che associano porte a VLAN possono essere configurate staticamente dall'amministratore o dinamicamente tramite protocolli come GVRP o MVRP.
28. Select the correct response (2529), , , ,None of the options,D,"Le opzioni A, B e C sono tecnicamente errate o prive di senso (skewed channel). Firewall e IDS possono stare dietro una VPN, e 'meglio' dipende dal caso d'uso."
29. One of the protocols used in MPLS for label distribution is: (2538), , , ,BGP,D,"Sebbene LDP sia il protocollo principale, BGP (MP-BGP) è estensivamente usato per distribuire etichette, specialmente in contesti MPLS VPN e 6PE."
30. Il fattore che ha contribuito al rallentamento della diffusioner di Ipv6 é: (2544),La possibilità di utilizzare indirizzi ipv4 privati per connettersi a internet, , , ,A,"L'uso del NAT (Network Address Translation) con indirizzi privati (RFC 1918) ha permesso di collegare molti host usando pochi indirizzi IPv4 pubblici, riducendo l'urgenza percepita di passare a IPv6."
31. The Timing Advance in the GSM is (2582), , ,The beginning of the transmission at a mobile terminal before the beginning of its assigned time-slot, ,C,"Il Timing Advance è un meccanismo che ordina al terminale mobile di anticipare la trasmissione per compensare il ritardo di propagazione, assicurando che il segnale arrivi alla stazione base nello slot temporale corretto."
32. La differenza tra gli algoritmi di instradamento di tipo link state e distance vector si può riassumere come segue (2031), , ,Gli algoritmi link state inviano informazioni sulla topologia locale a tutti i nodi della rete; gli algoritmi distance vector inviano informazioni sulla rete nella sua interezza solo ai nodi vicini, ,C,"Nel Link State, ogni router inonda (flooding) le info sui *propri link* a *tutti* i router. Nel Distance Vector, ogni router invia la *tabella di routing completa* (info globali) solo ai propri *vicini*."
33. Gli indirizzi Ipv6 (1907), ,Mantengono la stessa suddivisione flessibile tra una parte network e una parte host già presente in IPv4., , ,B,"IPv6 mantiene il concetto CIDR di prefisso di rete e parte host (Interface ID), permettendo maschere di sottorete di lunghezza variabile (anche se /64 è lo standard de facto per le LAN)."
"34. Nei protocolli di routing, il periodo di transitorio: (1914)", , , ,Si verifica sempre nel momento in cui una parte della rete cambia di stato,D,Il transitorio (o convergenza) è il lasso di tempo in cui i router stanno aggiornando le loro tabelle a seguito di un cambiamento di topologia (guasto o aggiunta di link) e non hanno ancora una visione consistente della rete.
35. Le entry del filtering database di uno switch Ethernet (1969), ,Hanno una validità temporale generalmente impostabile dall'amministratore dello switch, , ,B,"Le voci nella tabella MAC address (CAM table) hanno un timeout di inattività (aging time), che è solitamente configurabile (default spesso 300 secondi)."
36. When an IPv6 host needs to learn the MAC address associated to a given IPv6 address (2519),It can send a specific ICMPv6 message in multicast over the network, , , ,A,IPv6 usa il protocollo Neighbor Discovery (NDP) invece di ARP. Invia un messaggio 'Neighbor Solicitation' incapsulato in ICMPv6 verso un indirizzo Multicast (Solicited-Node multicast address).
37. Which of these techniques is not a solution for the IPv4-IPv6 transition? (2483),6mix4, , , ,A,"Teredo, 6to4 e 6over4 sono meccanismi di transizione/tunneling reali. '6mix4' è un nome inventato non esistente negli standard."
38. One of the reasons that are favoring the spread of the IPv6 protocol is (2520), , ,The possible inefficiency of the private IPv4 addressing, ,C,"L'indirizzamento privato IPv4 con NAT introduce complessità, rompe il modello end-to-end e può essere inefficiente per certe applicazioni P2P o real-time, spingendo verso l'adozione di IPv6."
39. Il Multipath routing: (2175), , ,Può essere causa di loop se si ammette che i percorsi utilizzati possano avere costi differenti, ,C,"Se i pacchetti vengono inoltrati su percorsi con costi diversi senza un attento controllo (come in ECMP che richiede costi uguali o condizioni rigide), si rischia di creare cicli di instradamento."
40. Due trame ethernet possono collidere per quale motivo? (1954), ,Switched half duplex, , ,B,In una rete moderna Full-Duplex non ci sono collisioni. Le collisioni avvengono solo in reti con hub o in connessioni 'Half Duplex' dove trasmissione e ricezione non possono avvenire contemporaneamente.
41. Quale di queste tecniche non è una soluzione per la transizione IPV4-IPV6? (1959), , , ,6mix4,D,"Come nella domanda 37, '6mix4' è la risposta corretta perché non è una tecnica esistente."
42. What did it contribute to slow down tho spread of IPv60 (2611), , ,The possibility to use pnvate IPv4 addresses for the Internet access, ,C,"L'uso di indirizzi privati combinato con il NAT ha permesso di estendere enormemente la vita utile di IPv4, rallentando la necessità di migrare a IPv6."
"43. Si consideri una semplice topologia di rete in cui sono presenti quattro router (A, B, C, D), collegati tra di loro ad anello (A-B-C-D-A). Se gli host utilizzano un algoritmo di routing di tipo flooding e il router A invia un pacchetto a D, quante copie del medesimo pacchetto saranno recapitate al router D? (2163)", ,2, , ,B,"In un anello, A può raggiungere D tramite due direzioni (orario e antiorario). Con il flooding puro, il pacchetto viene inviato su tutte le interfacce eccetto quella di arrivo, quindi D riceverà una copia da B e una da C."
"44. Given a network based on several physical networks interconnected by routers and a range of IP addresses to use in that network, it is possible to define an addressing plan that optimizes routing on a given router of the network by (2691)", ,"Splitting the network in areas and defining, within the given address range, smaller distinct address ranges to use in each area", , ,B,"L'assegnazione gerarchica degli indirizzi (assegnare range contigui ad aree specifiche) permette la 'Route Aggregation' (summarization), riducendo la dimensione delle tabelle di routing."
45. Which of the followtng choices is not an Adaptive Routing algorithm? (2588),Selective Flooding, , , ,A,Il Flooding (anche se selettivo) è una tecnica di inoltro che non adatta il percorso in base al carico o allo stato della rete in modo intelligente come fanno Link State o Distance Vector; è una strategia 'bruta'.
47. Il protocollo di routing OSPF sceglie il percorso verso una destinazione tenendo conto di: (1933), , ,Può essere configurato ad utilizzare svariate metriche la cui semantica viene stabilita dal gestore della rete, ,C,"Sebbene il default di OSPF sia basato sulla banda (10^8/BW), la metrica è un valore adimensionale (costo) che l'amministratore può manipolare per riflettere banda, ritardo o policy amministrative."
48. A consequence of the deployment of VLANs in a local area network is: (2674), , , ,The broadcast traffic is bounded to the VLAN where it has been generated,D,La funzione primaria delle VLAN è segmentare il dominio di broadcast. Il traffico broadcast generato in una VLAN non raggiunge dispositivi in altre VLAN.
49. Qual è l'uso dei meccanismi di policing? (1877), ,Servono al fornitore di servizi per verificare che il traffico immesso dal cliente sia conforme agli accordi presi., , ,B,Il Traffic Policing controlla che il traffico in ingresso rispetti i parametri (es. banda massima) del contratto (SLA) e scarta o marca i pacchetti in eccesso.
50. La metrica (costo) in un algoritmo di instradamento esprime (1972),Il peso da assegnare ad un collegamento e usato nella selezione del cammino, , , ,A,Il costo è il valore numerico assegnato a un link o percorso. L'algoritmo di routing cerca di minimizzare la somma dei costi per trovare il cammino ottimo.
51. La combinazione di meccanismi di secchiello dei token (o secchio bucato) e Weighted Fair Queueing (WFQ) serve a garantire: (1908),Un tempo di attraversamento massimo di un router., , , ,A,"Il Token Bucket controlla il burst e la velocità media (policing/shaping), mentre il WFQ gestisce lo scheduling equo tra i flussi. Insieme, permettono di fornire garanzie deterministiche sul ritardo (tempo di attraversamento) per flussi conformi (modello IntServ)."
52. Le soluzioni di VPN (virtual private network) basate su SSL (secure socket layer) consentono: (2047), , ,Ad un'azienda di rendere disponibili in modo sicuro ai propri dipendenti fuori sede specifiche applicazioni aziendali., ,C,Le SSL VPN (spesso clientless o via browser) sono ideali per l'accesso remoto granulare a specifiche applicazioni web o interne senza dover configurare tunnel IPSec complessi sui dispositivi client.
53. Un host appartenente ad una certa VLAN (1949), ,Può contattare host nelle altre VLAN tramite un router, , ,B,Le VLAN sono domini di broadcast isolati. Per comunicare tra VLAN diverse è indispensabile un dispositivo di Layer 3 (router o switch L3) che faccia routing dei pacchetti.
54. Gli algoritmi di scheduling vengono utilizzati: (1889), , ,"Nei router, per decidere quale sia l'ordine con cui debbano essere trasmessi i pacchetti in attesa ad una interfaccia.", ,C,"Lo scheduling (es. FIFO, WFQ, PQ) determina quale pacchetto prelevare dalla coda e trasmettere sul link quando c'è congestione, influenzando ritardo, jitter e fairness."
55. The Frequency Reuse in a cellular network refers to (2617), , , ,The reuse of the same frequency in different cells that are sufficiently distant,D,Il riuso delle frequenze è il concetto base delle reti cellulari: le stesse frequenze radio possono essere riutilizzate in celle non adiacenti (per evitare interferenze co-canale) aumentando la capacità totale del sistema.
56. Nel protocollo di routing BGP: (1940), ,"L'applicazione delle politiche di instradamento (""policy"") ha sempre la precedenza rispetto alle informazioni di topologia", , ,B,"Il BGP è un protocollo ""Policy-Based"". Le decisioni di routing sono guidate primariamente dalle policy amministrative (accordi di peering, preferenze locali) piuttosto che dalla semplice metrica tecnica (come il numero di hop)."
57. What is the typical role of IPSec in VPNS? (1909), , ,To open a managed secure tunnel across the public internet, ,C,"IPSec crea un canale sicuro (tunnel) attraverso una rete pubblica (Internet) cifrando e autenticando i pacchetti IP, realizzando di fatto la VPN."
58. Virtual LANS (VLANs) are (2610), , ,Virtually distinct local area networks but created over a single physical infrastructure, ,C,Le VLAN permettono di segmentare logicamente una singola infrastruttura fisica (switch e cavi) in molteplici reti LAN virtualmente separate.
"59. Il meccanismo dello ""Split Horizon"" permette di: (1918)", ,Ridurre la probabilità che si verifichino loop in seguito a cambiamenti della topologia, , ,B,"Lo Split Horizon impedisce a un router di annunciare una route indietro verso l'interfaccia da cui l'ha imparata. Questo riduce drasticamente i loop (es. bouncing effect) nei protocolli Distance Vector, anche se non li elimina totalmente in reti complesse senza altre aggiunte (come il poison reverse)."
60. nella soluzione di livello 3 di vpn basate su MPLS e BGP i pachetti che transitano sulla dorsale MPLS hanno due etichette (2286), ,l'etichetta più esterna è usata dai router interni(p) per inoltrare verso un router PE, , ,B,In MPLS VPN: Etichetta esterna (Tunnel Label) = serve ai router P per commutare il pacchetto attraverso il backbone fino al PE di uscita. Etichetta interna (VPN Label) = serve al PE di uscita per identificare la specifica VPN/VRF del cliente.
61. The configuration of a switch port in access mode is used for (2594), , ,Assigning a packet received on that port to a specific VLAN, ,C,Una porta in modalità Access appartiene a una sola VLAN. Qualsiasi pacchetto non taggato ricevuto su quella porta viene associato (taggato internamente) alla VLAN configurata per quella porta.
"62. Nel protocollo OSPF, gli LSA di tipo Network Link presenti nel Link State Database di un router contengono: (2171)", , , ,Le adiacenze con le reti di transito presenti nell'area in esame,D,Gli LSA Tipo 2 (Network Link) sono generati dal Designated Router (DR) per descrivere il segmento di rete multi-accesso (rete di transito) e elencare tutti i router connessi a quel segmento all'interno dell'area.
63. The Mapping Address and Port (MAP) technique for the IPv4-IPv6 transition is based on (2401),"The utilization, on the Customer Premises Equipment (CPE), of an IPv6 address derived from the IPv4 address and the Port Set ID assigned by the provider to the customer", , , ,A,"MAP è una tecnica stateless che codifica l'indirizzo IPv4 e un range di porte (Port Set ID) all'interno dell'indirizzo IPv6 del CPE, permettendo la condivisione di un IP pubblico IPv4 tra più utenti (A+P)."
"64. RIP, caratteristica: (1946)", ,Comunica informazioni con i router vicini, , ,B,RIP è un protocollo Distance Vector che opera inviando periodicamente la propria tabella di routing completa ai soli router direttamente connessi (vicini).
65. In MPLS (unlike in IP) supporto for scalable traffic engineering is specifically enabled by (2536), , , ,"The forwarding information in the data plane (e.g., the forwarding table) not being automatically updated when the routing information changes in the control plane",D,Il Traffic Engineering (TE) in MPLS sfrutta il fatto che il percorso (LSP) può essere calcolato e fissato (esplicito) alla sorgente e non cambia automaticamente col routing IP standard (shortest path). Questo disaccoppiamento permette di forzare il traffico su percorsi non ottimi per bilanciare il carico.
66. Una BSC (Base Station Controller) (2177), , , ,è in grado di controllare un grande numero di BTS,D,"Nel GSM, la BSC è il nodo intelligente che controlla decine o centinaia di stazioni base (BTS), gestendo le risorse radio, l'handover e la potenza."
67. le comunicazioni multicast in una rete ipv4 (2150), , ,non sono possibili senza l'utilizzo di protocolli aggiuntivi nella rete, ,C,"Il Multicast richiede protocolli specifici. IGMP serve lato host-router, ma per il routing del multicast attraverso la rete (router-router) servono protocolli di routing multicast come PIM (Protocol Independent Multicast)."
68. The ICMPv6 Router Advertisement packet (2480),Enables device autoconfiguration without a DHCP protocol intervention, , , ,A,I messaggi Router Advertisement (RA) contengono il prefisso di rete e permettono agli host di autoconfigurarsi un indirizzo globale (SLAAC) senza bisogno di un server DHCPv6 stateful.
69. Le soluzioni di VPN (virtual private network) di livello 3 basate su MPLS sono caratterizzate da (2036), , ,"Meccanismi di tunneling di livello 3, ovvero all'interno di pacchetti IP", ,C,"Le MPLS L3 VPN usano un'architettura peer-to-peer dove il provider partecipa al routing del cliente. Tecnicamente usano etichette MPLS (tunneling L2.5/L3), ma nel contesto delle risposte date, si enfatizza spesso il tunneling o l'automazione. La risposta C (tunneling livello 3/IP) è la più vicina concettualmente se si considera MPLS come layer '2.5' che incapsula IP, ma spesso la caratteristica chiave è la separazione logica tramite etichette."
70. L'indirizzo IPv6 2001:4600::0201:06FF:FEA5:3A4C è: (2207), ,Un indirizzo utilizzabile da un server per offrire un servizio sulla Internet pubblica IPv6, , ,B,"Il prefisso 2000::/3 identifica gli indirizzi Global Unicast, che sono pubblici e routabili su Internet, equivalenti agli indirizzi pubblici IPv4."
"71. In un pacchetto che viaggia su una rete MPLS, è possibile avere più label contemporaneamente? (1870)", , ,"Sì, ma non più di 20.", ,C,"Lo standard MPLS supporta lo ""Stacking"" delle etichette. Non c'è un limite teorico stretto (come 2), e pile di 3 o più etichette sono comuni (es. MPLS VPN + Traffic Engineering + Fast Reroute)."
72. Qual è una conseguenza dell'uso di VLAN in una rete locale? (1970), ,Il traffico broadcast è limitato alla VLAN in cui è stato generato, , ,B,Le VLAN segmentano il dominio di broadcast. Un frame broadcast inviato da un host in VLAN 10 viene inoltrato dallo switch solo alle porte appartenenti alla VLAN 10.
73. The main contribution to the latency experienced in the nodes of a heavily loaded packet network is given by (2445), , , ,The time spent in buffers while waiting for resources occupied by other packets to become available,D,"In condizioni di carico elevato (congestione), il ritardo di accodamento (queuing delay) nei buffer dei router diventa la componente dominante della latenza totale."
74. Il protocollo IGMP (1965),Permette ad un router IPv4 di scoprire quali gruppi multicast sono presenti in una rete ad esso direttamente connessa, , , ,A,IGMP (Internet Group Management Protocol) è usato dagli host per segnalare ai router locali a quali gruppi multicast vogliono iscriversi. Il router mantiene così una lista dei gruppi attivi sulla LAN.
75. The term handover in cellular networks refers to (2586), ,The movement of a mobile terminal from a cell to another without the interruption of an active communication (eg. a call), , ,B,L'handover è il processo critico che permette a una chiamata o sessione dati attiva di continuare senza interruzioni mentre l'utente si sposta dalla copertura di una cella a quella di un'altra.
"76. La tecnica di forwarding ""Source Routing"": (1912)", , ,Il nodo mittente deve avere una conoscenza (almeno parziale) della topologia di rete, ,C,"Nel Source Routing, è il mittente che decide l'intero percorso e lo scrive nell'header del pacchetto. Per farlo, il mittente deve necessariamente conoscere la topologia della rete."
77. The Random Access CHannel (RACH) in a GSM network is used (2512), , ,"By mobile terminals, for requesting dedicated communication channels to the network", ,C,"Il RACH è il canale di uplink ad accesso casuale usato dai cellulari per iniziare una transazione, tipicamente per chiedere l'assegnazione di un canale dedicato (SDCCH) per una chiamata o SMS."
78. Which type of cloud Delivery Model has major control and responsibility over its configuration and utilization? (2673), ,Infrastructure-as-a-Service (IaaS), , ,B,"Nel modello IaaS (es. AWS EC2), il cliente affitta l'infrastruttura virtuale (CPU, RAM, Storage) e ha il controllo completo sul sistema operativo, le applicazioni e la configurazione di rete, quindi la massima responsabilità rispetto a PaaS o SaaS."
"79. Data una rete composta da diversi reti fisiche interconnesse da opportuni router e un range di indirizzi IP da utilizzare in tale rete, è possibile realizzare un piano di indirizzamento in grado di ottimizzare il routing su un certo router di quella rete: (2162)", , ,"Dividendo la rete in aree e definendo, all'interno del range di indirizzi di partenza, dei range di indirizzi distinti da utilizzare in ciascuna di quelle aree", ,C,L'assegnazione gerarchica per aree (topologica) permette di riassumere (aggregare) i prefissi. Un router può avere una sola rotta verso l'area X invece di tante rotte specifiche per ogni sottorete dell'area X.
80. When an MPLS frame has multiple labels. routers (2615),Only process the most external label to decide how to forward the frame, , , ,A,"Come nella domanda 20, i router MPLS (LSR) guardano solo l'etichetta in cima allo stack (most external) per prendere decisioni di forwarding."
81. La caratteristica di una VPN di accesso centralizzata è che (1883),Il traffico non diretto alla VPN viene fatto passare comunque attraverso il VPN gateway., , , ,A,"Nella configurazione ""Full Tunnel"" (spesso associata a VPN centralizzate per sicurezza), tutto il traffico del client, incluso quello diretto a Internet pubblico, viene instradato attraverso il tunnel verso il gateway aziendale per essere ispezionato."
82. Cosa sono i bursts? (2178), , ,Sono blocchi dati che viaggiano su circuit switched networks, ,C,"Nel contesto GSM/TDMA (reti a commutazione di circuito), l'informazione viene trasmessa in brevi impulsi temporali chiamati 'burst' all'interno degli slot assegnati."
83. aumentando il numero di VLAN (1950), , ,Aumentano i domini di broadcast, ,C,"Ogni VLAN è un dominio di broadcast separato. Se divido una rete piatta in 3 VLAN, passo da 1 dominio di broadcast grande a 3 domini di broadcast più piccoli. Quindi il *numero* dei domini aumenta."
84. Per il supporto dei prefissi di rete a lunghezza variabile in una zona della rete in cui sia utilizzato routing dinamico: (2168), , ,Le informazioni di routing scambiate tra i router devono includere la subnet mask associata ad ogni prefisso annunciato, ,C,"Per supportare VLSM (Variable Length Subnet Masking) e CIDR, il protocollo di routing deve essere ""Classless"", ovvero deve trasmettere esplicitamente la maschera di sottorete insieme all'indirizzo IP negli aggiornamenti (es. RIPv2, OSPF, EIGRP, BGP)."
85. An ARP Request that a host with IP address 130.192.10.1/24 sends to learn the MAC address of a host with IP address 130.192.10.200 (2592),"Arrives at the destination if the two hosts are connected by means of an Ethernet switch, ignoring possible failures of links and devices involved", , , ,A,"Entrambi gli indirizzi (10.1 e 10.200) appartengono alla stessa sottorete /24. Quindi il mittente manda una richiesta ARP broadcast locale che lo switch inoltra a tutti, incluso il destinatario."
"86. Data una certa LAN su cui sono state definite delle VLAN, una frame broadcast: (1947)",Raggiunge possibilmente solo una porzione della LAN, , , ,A,"Poiché le VLAN segmentano il dominio di broadcast, un frame broadcast raggiunge solo le porte associate alla stessa VLAN del mittente, ovvero solo una porzione dell'intera infrastruttura fisica LAN."
88. Il protocollo IS-IS (1976), ,E' un protocollo di routing basatao sull'algoritmo link state molto utilizzato nelle reti di grosse dimensioni, , ,B,"IS-IS è un protocollo Link State (simile a OSPF) molto scalabile e agnostico rispetto al protocollo di rete (supporta IPv4, IPv6, CLNS), motivo per cui è molto diffuso nelle reti dei grandi Service Provider."
89. Il protocollo di routing BGP: (1938),"Utilizza regole (policy) su informazioni aggiuntive a metriche di costo per identificare il ""migliore"" per raggiungere una destinazione", , , ,A,"Come nella domanda 56, la caratteristica distintiva di BGP è l'uso di Policy basate su attributi (AS-Path, Local Pref, MED, Communities) piuttosto che una semplice metrica di costo tecnico."
90. Le operazioni che un router MPLS può effettuare sui label sono le seguenti: (1981), ,"Aggiungere un label in posizione più esterna nell'intestazione MPLS (PUSH), eliminare il label nella posizione più esterna dell'intestazione MPLS (POP), cambiare il contenuto del label esterno (SWAP).", , ,B,"Le operazioni MPLS agiscono come uno stack (pila): Push (mette in cima), Pop (toglie dalla cima), Swap (sostituisce quello in cima). Non si può accedere arbitrariamente alle etichette interne."
91. Quanti tipi di bursts esistono? (2180), , ,"5: Regular, Access, Synchronization, Frequency Correction and Dummy", ,C,"Nello standard GSM sono definiti diversi tipi di burst fisici per scopi diversi: Normal (dati/voce), Frequency Correction (sincronizzazione frequenza), Synchronization (sincronizzazione tempo), Access (richiesta accesso), Dummy (riempitivo)."
92. The Duplicate Address Detection (DAD) procedure (2587), , , ,Is used in IPv6 in order to check that the IPv6 address selected for a host is not already in use,D,"DAD è una procedura obbligatoria in IPv6: prima di usare un indirizzo unicast (anche autoconfigurato), un host invia una Neighbor Solicitation per quell'indirizzo. Se nessuno risponde, l'indirizzo è unico e sicuro da usare."
93. L'autoconfigurazione stateless di IPv6 presenta problemi di riservatezza? (1872), , ,"E' possibile individuare la stessa interfaccia, se si collega a internet da vari provider.", ,C,"Se l'indirizzo IPv6 è generato con EUI-64 (basato sul MAC address), la parte host (ultimi 64 bit) rimane costante ovunque l'utente si connetta. Questo permette di tracciare l'attività del dispositivo attraverso reti diverse (privacy tracking)."
